GO.ID	Term	Annotated	Significant	Expected	KS
GO:0006562	proline catabolic process	3	3	3	0.19999
GO:0043044	ATP-dependent chromatin remodeling	2	2	2	0.20010
GO:0001561	fatty acid alpha-oxidation	1	1	1	0.20148
GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA	5	5	5	0.20220
GO:0009685	gibberellin metabolic process	39	39	39	0.20246
GO:0060416	response to growth hormone	1	1	1	0.20375
GO:0033466	trans-zeatin biosynthetic process	2	2	2	0.20413
GO:1902006	negative regulation of proline biosynthetic process	1	1	1	0.20420
GO:0010381	attachment of peroxisome to chloroplast	1	1	1	0.20469
GO:0045857	negative regulation of molecular function, epigenetic	2	2	2	0.20495
GO:0010585	glutamine secretion	1	1	1	0.20523
GO:0007165	signal transduction	1426	1426	1426	0.20586
GO:0015706	nitrate transport	207	207	207	0.20606
GO:1900091	regulation of raffinose biosynthetic process	1	1	1	0.20623
GO:1900088	regulation of inositol biosynthetic process	1	1	1	0.20623
GO:0048571	long-day photoperiodism	24	24	24	0.20630
GO:0006827	high-affinity iron ion transmembrane transport	1	1	1	0.20659
GO:0009791	post-embryonic development	1989	1989	1989	0.20698
GO:0015824	proline transport	70	70	70	0.20724
GO:0044375	regulation of peroxisome size	2	2	2	0.20725
GO:0009630	gravitropism	154	154	154	0.20813
GO:0006972	hyperosmotic response	242	242	242	0.21008
GO:0060776	simple leaf morphogenesis	3	3	3	0.21031
GO:0010507	negative regulation of autophagy	3	3	3	0.21089
GO:0034052	positive regulation of plant-type hypersensitive response	3	3	3	0.21174
GO:0006780	uroporphyrinogen III biosynthetic process	1	1	1	0.21210
GO:0045892	negative regulation of transcription, DNA-templated	378	378	378	0.21231
GO:0050000	chromosome localization	1	1	1	0.21247
GO:1900409	positive regulation of cellular response to oxidative stress	2	2	2	0.21276
GO:0009963	positive regulation of flavonoid biosynthetic process	103	103	103	0.21287
GO:0006422	aspartyl-tRNA aminoacylation	1	1	1	0.21289
GO:0010430	fatty acid omega-oxidation	1	1	1	0.21340
GO:0050688	regulation of defense response to virus	4	4	4	0.21401
GO:0033506	glucosinolate biosynthetic process from homomethionine	1	1	1	0.21423
GO:0033542	fatty acid beta-oxidation, unsaturated, even number	1	1	1	0.21428
GO:0018345	protein palmitoylation	3	3	3	0.21454
GO:0009399	nitrogen fixation	1	1	1	0.21474
GO:0042176	regulation of protein catabolic process	6	6	6	0.21495
GO:1901140	p-coumaryl alcohol transport	1	1	1	0.21571
GO:0001932	regulation of protein phosphorylation	48	48	48	0.21608
GO:0048102	autophagic cell death	2	2	2	0.21609
GO:0015671	oxygen transport	1	1	1	0.21660
GO:0010366	negative regulation of ethylene biosynthetic process	2	2	2	0.21661
GO:0046512	sphingosine biosynthetic process	1	1	1	0.21665
GO:0006817	phosphate ion transport	22	22	22	0.21697
GO:2000011	regulation of adaxial/abaxial pattern formation	1	1	1	0.21810
GO:0031669	cellular response to nutrient levels	292	292	292	0.21814
GO:0070918	production of small RNA involved in gene silencing by RNA	143	143	143	0.21815
GO:0009696	salicylic acid metabolic process	207	207	207	0.21822
GO:0032119	sequestering of zinc ion	2	2	2	0.21893
GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	2	2	2	0.21893
GO:0043181	vacuolar sequestering	3	3	3	0.21896
GO:0007530	sex determination	1	1	1	0.21974
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	140	140	140	0.22109
GO:0009304	tRNA transcription	1	1	1	0.22159
GO:0040009	regulation of growth rate	1	1	1	0.22220
GO:0034243	regulation of transcription elongation from RNA polymerase II promoter	1	1	1	0.22249
GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	1	1	1	0.22268
GO:0010088	phloem development	3	3	3	0.22286
GO:0008284	positive regulation of cell proliferation	69	69	69	0.22426
GO:0034660	ncRNA metabolic process	353	353	353	0.22466
GO:0019373	epoxygenase P450 pathway	1	1	1	0.22482
GO:0001676	long-chain fatty acid metabolic process	26	26	26	0.22564
GO:0071490	cellular response to far red light	5	5	5	0.22566
GO:1902553	positive regulation of catalase activity	1	1	1	0.22578
GO:0071491	cellular response to red light	10	10	10	0.22579
GO:0048829	root cap development	14	14	14	0.22586
GO:0016070	RNA metabolic process	2717	2717	2717	0.22627
GO:0006949	syncytium formation	20	20	20	0.22692
GO:0006464	cellular protein modification process	1703	1703	1703	0.22779
GO:0048358	mucilage pectin biosynthetic process	1	1	1	0.22805
GO:0046292	formaldehyde metabolic process	1	1	1	0.22809
GO:0048825	cotyledon development	76	76	76	0.22884
GO:0010018	far-red light signaling pathway	3	3	3	0.23036
GO:0051928	positive regulation of calcium ion transport	1	1	1	0.23125
GO:0006481	C-terminal protein methylation	2	2	2	0.23133
GO:0043617	cellular response to sucrose starvation	4	4	4	0.23202
GO:0006357	regulation of transcription from RNA polymerase II promoter	6	6	6	0.23268
GO:0048232	male gamete generation	22	22	22	0.23279
GO:0034389	lipid particle organization	1	1	1	0.23325
GO:0033528	S-methylmethionine cycle	1	1	1	0.23340
GO:0009933	meristem structural organization	243	243	243	0.23385
GO:0043496	regulation of protein homodimerization activity	3	3	3	0.23477
GO:0070482	response to oxygen levels	87	87	87	0.23556
GO:0040019	positive regulation of embryonic development	2	2	2	0.23591
GO:0040014	regulation of multicellular organism growth	3	3	3	0.23696
GO:0046900	tetrahydrofolylpolyglutamate metabolic process	3	3	3	0.23719
GO:2000070	regulation of response to water deprivation	7	7	7	0.23763
GO:0051693	actin filament capping	7	7	7	0.23793
GO:0006212	uracil catabolic process	3	3	3	0.23820
GO:0035264	multicellular organism growth	4	4	4	0.23861
GO:0019750	chloroplast localization	104	104	104	0.23913
GO:0071492	cellular response to UV-A	4	4	4	0.23952
GO:0042732	D-xylose metabolic process	35	35	35	0.23988
GO:0019375	galactolipid biosynthetic process	93	93	93	0.23990
GO:0080182	histone H3-K4 trimethylation	1	1	1	0.24133
GO:0000469	cleavage involved in rRNA processing	17	17	17	0.24171
GO:0046827	positive regulation of protein export from nucleus	1	1	1	0.24204
GO:0010417	glucuronoxylan biosynthetic process	12	12	12	0.24232
GO:0048193	Golgi vesicle transport	307	307	307	0.24356
GO:0016106	sesquiterpenoid biosynthetic process	34	34	34	0.24396
GO:0007166	cell surface receptor signaling pathway	127	127	127	0.24429
GO:0035672	oligopeptide transmembrane transport	2	2	2	0.24467
GO:0043392	negative regulation of DNA binding	1	1	1	0.24491
GO:0000354	cis assembly of pre-catalytic spliceosome	1	1	1	0.24496
GO:0007088	regulation of mitotic nuclear division	7	7	7	0.24511
GO:0007113	endomitotic cell cycle	1	1	1	0.24511
GO:0048448	stamen morphogenesis	6	6	6	0.24637
GO:2000232	regulation of rRNA processing	2	2	2	0.24746
GO:0071369	cellular response to ethylene stimulus	133	133	133	0.24758
GO:0015916	fatty-acyl-CoA transport	1	1	1	0.24801
GO:0009694	jasmonic acid metabolic process	151	151	151	0.24891
GO:0046369	galactose biosynthetic process	1	1	1	0.24893
GO:0080127	fruit septum development	1	1	1	0.24919
GO:2000025	regulation of leaf formation	2	2	2	0.24964
GO:1901535	regulation of DNA demethylation	1	1	1	0.25006
GO:0019447	D-cysteine catabolic process	1	1	1	0.25108
GO:0009267	cellular response to starvation	281	281	281	0.25123
GO:0019499	cyanide metabolic process	2	2	2	0.25207
GO:0051246	regulation of protein metabolic process	394	394	394	0.25210
GO:1900057	positive regulation of leaf senescence	1	1	1	0.25222
GO:0010059	positive regulation of atrichoblast fate specification	1	1	1	0.25247
GO:0080026	response to indolebutyric acid	5	5	5	0.25259
GO:0048219	inter-Golgi cisterna vesicle-mediated transport	1	1	1	0.25289
GO:0010628	positive regulation of gene expression	430	430	430	0.25310
GO:0046274	lignin catabolic process	1	1	1	0.25315
GO:0046244	salicylic acid catabolic process	1	1	1	0.25315
GO:0006486	protein glycosylation	186	186	186	0.25342
GO:0006346	methylation-dependent chromatin silencing	119	119	119	0.25426
GO:0007205	protein kinase C-activating G-protein coupled receptor signaling pathway	8	8	8	0.25434
GO:0051788	response to misfolded protein	176	176	176	0.25510
GO:0044774	mitotic DNA integrity checkpoint	1	1	1	0.25553
GO:0000819	sister chromatid segregation	143	143	143	0.25557
GO:0006144	purine nucleobase metabolic process	14	14	14	0.25570
GO:0002540	leukotriene production involved in inflammatory response	1	1	1	0.25574
GO:0019370	leukotriene biosynthetic process	1	1	1	0.25574
GO:0050826	response to freezing	83	83	83	0.25593
GO:0006431	methionyl-tRNA aminoacylation	1	1	1	0.25595
GO:0006265	DNA topological change	13	13	13	0.25714
GO:0009787	regulation of abscisic acid-activated signaling pathway	49	49	49	0.25719
GO:0015992	proton transport	102	102	102	0.25747
GO:0050790	regulation of catalytic activity	189	189	189	0.25800
GO:0043547	positive regulation of GTPase activity	1	1	1	0.25840
GO:0006625	protein targeting to peroxisome	96	96	96	0.25928
GO:0034756	regulation of iron ion transport	3	3	3	0.26020
GO:0010063	positive regulation of trichoblast fate specification	2	2	2	0.26029
GO:0048653	anther development	66	66	66	0.26066
GO:0016567	protein ubiquitination	185	185	185	0.26114
GO:0035407	histone H3-T11 phosphorylation	1	1	1	0.26309
GO:0072355	histone H3-T3 phosphorylation	1	1	1	0.26309
GO:0000911	cytokinesis by cell plate formation	204	204	204	0.26343
GO:0015940	pantothenate biosynthetic process	3	3	3	0.26435
GO:0045848	positive regulation of nitrogen utilization	1	1	1	0.26489
GO:0046680	response to DDT	1	1	1	0.26500
GO:1990052	ER to chloroplast lipid transport	1	1	1	0.26511
GO:0034196	acylglycerol transport	1	1	1	0.26511
GO:0010071	root meristem specification	5	5	5	0.26541
GO:0000706	meiotic DNA double-strand break processing	2	2	2	0.26711
GO:0006793	phosphorus metabolic process	1886	1886	1886	0.26784
GO:0030036	actin cytoskeleton organization	158	158	158	0.26786
GO:0016598	protein arginylation	2	2	2	0.26878
GO:0006896	Golgi to vacuole transport	6	6	6	0.26887
GO:0048236	plant-type sporogenesis	46	46	46	0.26963
GO:0000212	meiotic spindle organization	3	3	3	0.26984
GO:0010116	positive regulation of abscisic acid biosynthetic process	1	1	1	0.27003
GO:0032268	regulation of cellular protein metabolic process	388	388	388	0.27013
GO:0009556	microsporogenesis	42	42	42	0.27019
GO:0045022	early endosome to late endosome transport	1	1	1	0.27100
GO:0033468	CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process	1	1	1	0.27122
GO:0009103	lipopolysaccharide biosynthetic process	3	3	3	0.27124
GO:0071258	cellular response to gravity	3	3	3	0.27134
GO:1902334	fructose export from vacuole to cytoplasm	1	1	1	0.27143
GO:0080001	mucilage extrusion from seed coat	3	3	3	0.27153
GO:0051567	histone H3-K9 methylation	181	181	181	0.27213
GO:0019408	dolichol biosynthetic process	16	16	16	0.27217
GO:0009870	defense response signaling pathway, resistance gene-dependent	14	14	14	0.27459
GO:0006568	tryptophan metabolic process	90	90	90	0.27471
GO:0051090	regulation of sequence-specific DNA binding transcription factor activity	4	4	4	0.27477
GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	1	1	1	0.27479
GO:2000068	regulation of defense response to insect	2	2	2	0.27480
GO:0016246	RNA interference	178	178	178	0.27505
GO:0019985	translesion synthesis	3	3	3	0.27651
GO:0010606	positive regulation of cytoplasmic mRNA processing body assembly	1	1	1	0.27823
GO:0009946	proximal/distal axis specification	1	1	1	0.27834
GO:0060154	cellular process regulating host cell cycle in response to virus	1	1	1	0.27867
GO:0043609	regulation of carbon utilization	2	2	2	0.27884
GO:0042178	xenobiotic catabolic process	1	1	1	0.27889
GO:0006633	fatty acid biosynthetic process	146	146	146	0.28136
GO:0019320	hexose catabolic process	97	97	97	0.28285
GO:0071329	cellular response to sucrose stimulus	7	7	7	0.28381
GO:0030833	regulation of actin filament polymerization	107	107	107	0.28386
GO:0030834	regulation of actin filament depolymerization	9	9	9	0.28406
GO:0031048	chromatin silencing by small RNA	118	118	118	0.28411
GO:0010100	negative regulation of photomorphogenesis	17	17	17	0.28611
GO:0052544	defense response by callose deposition in cell wall	16	16	16	0.28778
GO:0080173	male-female gamete recognition during double fertilization	1	1	1	0.28860
GO:0009765	photosynthesis, light harvesting	24	24	24	0.28990
GO:0016311	dephosphorylation	200	200	200	0.29000
GO:0003156	regulation of animal organ formation	1	1	1	0.29034
GO:0071731	response to nitric oxide	21	21	21	0.29098
GO:0015749	monosaccharide transport	5	5	5	0.29162
GO:0009086	methionine biosynthetic process	98	98	98	0.29199
GO:0010286	heat acclimation	82	82	82	0.29280
GO:0010479	stele development	1	1	1	0.29311
GO:0009759	indole glucosinolate biosynthetic process	6	6	6	0.29383
GO:0006665	sphingolipid metabolic process	52	52	52	0.29434
GO:0006104	succinyl-CoA metabolic process	1	1	1	0.29441
GO:0019762	glucosinolate catabolic process	12	12	12	0.29470
GO:0009639	response to red or far red light	396	396	396	0.29511
GO:0010084	specification of animal organ axis polarity	1	1	1	0.29520
GO:0006378	mRNA polyadenylation	6	6	6	0.29541
GO:0055062	phosphate ion homeostasis	13	13	13	0.29585
GO:0048530	fruit morphogenesis	3	3	3	0.29701
GO:0060774	auxin mediated signaling pathway involved in phyllotactic patterning	3	3	3	0.29711
GO:0019379	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)	1	1	1	0.29782
GO:0019428	allantoin biosynthetic process	1	1	1	0.29840
GO:0034620	cellular response to unfolded protein	178	178	178	0.29868
GO:0048449	floral organ formation	148	148	148	0.29923
GO:0018342	protein prenylation	5	5	5	0.29925
GO:0046487	glyoxylate metabolic process	2	2	2	0.29927
GO:0006072	glycerol-3-phosphate metabolic process	5	5	5	0.29950
GO:1901000	regulation of response to salt stress	1	1	1	0.29954
GO:0010050	vegetative phase change	69	69	69	0.29995
GO:0051512	positive regulation of unidimensional cell growth	1	1	1	0.30138
GO:0009968	negative regulation of signal transduction	66	66	66	0.30142
GO:0009808	lignin metabolic process	54	54	54	0.30155
GO:0060321	acceptance of pollen	1	1	1	0.30259
GO:0016458	gene silencing	386	386	386	0.30380
GO:0052096	formation by symbiont of syncytium involving giant cell for nutrient acquisition from host	1	1	1	0.30461
GO:0006490	oligosaccharide-lipid intermediate biosynthetic process	1	1	1	0.30524
GO:0006790	sulfur compound metabolic process	702	702	702	0.30540
GO:0010400	rhamnogalacturonan I side chain metabolic process	1	1	1	0.30594
GO:0019305	dTDP-rhamnose biosynthetic process	2	2	2	0.30788
GO:0009173	pyrimidine ribonucleoside monophosphate metabolic process	3	3	3	0.30800
GO:0006551	leucine metabolic process	13	13	13	0.30813
GO:0006154	adenosine catabolic process	2	2	2	0.30903
GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	6	6	6	0.30912
GO:0016998	cell wall macromolecule catabolic process	10	10	10	0.30935
GO:0015700	arsenite transport	5	5	5	0.30950
GO:0046967	cytosol to ER transport	1	1	1	0.31048
GO:0006535	cysteine biosynthetic process from serine	1	1	1	0.31095
GO:0010241	ent-kaurene oxidation to kaurenoic acid	1	1	1	0.31113
GO:0010036	response to boron-containing substance	5	5	5	0.31118
GO:0015691	cadmium ion transport	9	9	9	0.31141
GO:0045930	negative regulation of mitotic cell cycle	10	10	10	0.31160
GO:0032350	regulation of hormone metabolic process	8	8	8	0.31175
GO:0080120	CAAX-box protein maturation	2	2	2	0.31201
GO:0006644	phospholipid metabolic process	406	406	406	0.31202
GO:0002213	defense response to insect	33	33	33	0.31210
GO:0032515	negative regulation of phosphoprotein phosphatase activity	1	1	1	0.31254
GO:0006564	L-serine biosynthetic process	4	4	4	0.31276
GO:0015840	urea transport	2	2	2	0.31384
GO:0080183	response to photooxidative stress	3	3	3	0.31408
GO:0045014	negative regulation of transcription by glucose	1	1	1	0.31489
GO:0006569	tryptophan catabolic process	74	74	74	0.31570
GO:0000280	nuclear division	282	282	282	0.31624
GO:1900363	regulation of mRNA polyadenylation	1	1	1	0.31625
GO:0051603	proteolysis involved in cellular protein catabolic process	394	394	394	0.31795
GO:0019363	pyridine nucleotide biosynthetic process	10	10	10	0.31899
GO:0048283	indeterminate inflorescence morphogenesis	1	1	1	0.31998
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	5	5	5	0.32085
GO:0009240	isopentenyl diphosphate biosynthetic process	234	234	234	0.32102
GO:0000957	mitochondrial RNA catabolic process	1	1	1	0.32118
GO:2000033	regulation of seed dormancy process	5	5	5	0.32142
GO:0016554	cytidine to uridine editing	5	5	5	0.32165
GO:0050982	detection of mechanical stimulus	2	2	2	0.32181
GO:0009911	positive regulation of flower development	27	27	27	0.32193
GO:0032960	regulation of inositol trisphosphate biosynthetic process	1	1	1	0.32195
GO:0007202	activation of phospholipase C activity	1	1	1	0.32195
GO:0010231	maintenance of seed dormancy	1	1	1	0.32195
GO:0006110	regulation of glycolytic process	1	1	1	0.32255
GO:0035266	meristem growth	173	173	173	0.32289
GO:0080056	petal vascular tissue pattern formation	1	1	1	0.32309
